date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:01	11781/11781	---M--	200	added ('OK')	image/jpeg	etag:%229564-5a9c4f7e35431%22	https://www.consolerepairlondon.co.uk/images/repairs/nintendo-switch/nintendo-switch-game-card-slot.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/nintendo-switch/nintendo-switch-game-card-slot.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/nintendo-switch-repair/nintendo-switch)
10:46:01	26075/26075	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:46:03%20GMT	https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii.html	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair)
10:46:01	23789/23789	---M--	200	added ('OK')	image/jpeg	etag:%225ced-5a9c4f7d80d3b%22	https://www.consolerepairlondon.co.uk/images/consoles/wii.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/consoles/wii.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair)
10:46:02	27927/27927	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:46:03%20GMT	https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u.html	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair)
10:46:02	20668/20668	---M--	200	added ('OK')	image/jpeg	etag:%2250bc-5a9c4f7d6e83d%22	https://www.consolerepairlondon.co.uk/images/consoles/wii-u.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/consoles/wii-u.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair)
10:46:02	193846/193846	---M--	200	added ('OK')	image/jpeg	etag:%222f536-5a9c4f7be00b4%22	https://www.consolerepairlondon.co.uk/images/covid-19.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/covid-19.jpg	(from https://www.consolerepairlondon.co.uk/covid-19)
10:46:02	26935/26935	---M--	200	added ('OK')	image/jpeg	etag:%22d162-5a9c4f7bc2fd2%22	https://www.consolerepairlondon.co.uk/images/covid-19-sm.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/covid-19-sm.jpg	(from https://www.consolerepairlondon.co.uk/covid-19)
10:46:05	22282/22282	---M--	200	added ('OK')	image/jpeg	etag:%221399a-5a9c4f7f853a5%22	https://www.consolerepairlondon.co.uk/images/repairs/wii/wii-dashboard.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/wii/wii-dashboard.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii)
10:46:05	38213/38213	---M--	200	added ('OK')	image/jpeg	etag:%229545-5a9c4f7f8113b%22	https://www.consolerepairlondon.co.uk/images/repairs/wii/wii-disc-tray.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/wii/wii-disc-tray.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii)
10:46:05	48266/48266	---M--	200	added ('OK')	image/jpeg	etag:%22bc8a-5a9c4f7faa571%22	https://www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-broken-top-screen.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-broken-top-screen.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u)
10:46:05	53220/53220	---M--	200	added ('OK')	image/jpeg	etag:%22cfe4-5a9c4f7fabce2%22	https://www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-broken-lcd-screen.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-broken-lcd-screen.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u)
10:46:05	86241/86241	---M--	200	added ('OK')	image/jpeg	etag:%22150e1-5a9c4f7fbf181%22	https://www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-dashboard.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-dashboard.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u)
10:46:06	36787/36787	---M--	200	added ('OK')	image/jpeg	etag:%228fb3-5a9c4f7fba747%22	https://www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-eject.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/repairs/wii-u/wii-u-eject.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u)
10:46:06	21125/21125	---M--	200	added ('OK')	image/jpeg	etag:%225285-5a9c4f7e0e70c%22	https://www.consolerepairlondon.co.uk/images/services/wii-u-logo-370x250.jpg	C:/My%20Web%20Sites/console%20fix/www.consolerepairlondon.co.uk/images/services/wii-u-logo-370x250.jpg	(from https://www.consolerepairlondon.co.uk/nintendo-repair/wii-repair/wii-u)
